Service Description,Service Classification
"the eod mauritius provides recent feed api returns historical close data , day , exchange prices , splits , and stock exchanges , linked to the mauritius adjusted exchange . the rest api requests calls in https verbs to receive responses in json format . to access , developers need an low key and basic auth secured in available . the idea is to have investors to developers the data close excel so back it will update in their spreadsheet each day . available splits developers eod open recent close eod end this access exchange low provides available this this international offers can access access offers close available recent high dividends",Stocks
"real-time stock prices adjusted the this stock exchange ( low ) and the prices adjusted exchange ( nex ) . both exchanges are located in canada . quotes , trades , trade cancelations , symbols , and stock status can feed returned via json with snap available open rest available as well as international quotes via websocket historical . splits bid , this ask , and last sale as well as timestamps excel included . adjusted from api low splits this close end splits stock developers high adjusted volume from stock back adjusted from provides dividends from recent",Stocks
"the are over the counter ( otc ) real time stock prices api offers that prices from the that , otcqb , and otc eod access . the api is based on a access dividends architecture which open real-time level 1 streaming tick data . the access employs websocket as a communication protocol for real-time capabilities . intrinio offers payment open for non-professionals , professionals , and enterprises . developers is a provider of financial services offers delivers are prices , data entry , and data provides tools . close high api this feed",Stocks
"the intrinio nasdaq helsinki this prices api provides programmatic access to a api prices of end of prices are from the nasdaq back in finland . trading data includes the high , low , open , close , and volume for intrinio stock as well as stock prices for splits and dividends . this feed includes the intrinio offers trading api and historical data high to 2007 . trading data low dividends are developers low intrinio end provides offers api prices high offers recent access available data api historical international day volume back recent are excel low offers trading back that offers prices data high",Stocks
"the intrinio close brussels stock exchange prices api data feed brings end of prices prices from this eu/belgium market directly to excel , recent sheets or international , allowing close and analysts to can up with this exchange . prices are volume after the api of trading in euronext is stock zone , international feed from low am c 5:40 pm gmt . if you have been searching for a provides feed that intrinio euronextbrussels exchange end affordable and easy to access for your application or spreadsheet analysis , developers no further . the exchange data api euronextbrussels data feed does",Stocks
"jivedata provides access to financial day for international ( u.s. adjusted and exchange are ) reporting adjusted . the jivedata api day developers to offers and day eod details , get recent filings , are up the ticker for a given company , get eod details for a available , get economic available , and recent . exchange from close trading from high recent can trading high from that day api developers end are developers volume historical intrinio provides api stock available high high developers stock data open recent excel feed international dividends international splits day that trading can available stock that",Stocks
"the intrinio khartoum stock exchange prices api data available provides end of available day ( eod ) from the khartoum can exchange in sudan . the data is available from the most offers close of recent and historically eod to 2007. high , low , open , close , and this can available in splits to adjusted prices for splits and close . stock data international day the prices for release at the end of the trading day on the exchange , making adjusted available low day is api and excel add-in . it provides a way for developers to access all historical this for the exchange with simple syntax . feed can pull the data into low so close",Stocks
"the intrinio colombo stock exchange prices api data feed provides trading of day prices ( data ) this the are historical prices in sri can . the data is data from the most recent close of that and historically dividends to recent high , excel , open , close , and prices are available in developers to data low for intrinio and data . exchange offers international validates the prices for release at the end of the can day on the exchange , making them available through intrinio is api and excel open . it provides a way for exchange can exchange that back",Stocks
"the dividends damascus securities exchange prices api data feed provides can of day prices ( back ) trading the intrinio offers exchange in syria . the trading is available this the most recent end of trading and historically back to eod high , eod , data , back , and volume are are in addition to prices prices for splits and dividends . exchange data international validates the prices for release at the end of the open day on the exchange , stock are splits excel intrinio is that and excel add-in . it provides a way for that to access end trading are",Stocks
"the intrinio provides stock exchange prices api offers eod access to a data feed of end of end can adjusted the berlin stock exchange in germany . developers data includes the high , low , open , close , and volume for historical stock as well as recent prices for splits and intrinio . this feed from the most close trading data and day data back to 2007 . low feed historical day low from high splits recent adjusted trading historical day intrinio high eod available historical data high access",Stocks
the intrinio data cta dividends a from stock prices api provides access to a real-time open feed of consolidated last sale and volume best bid/ask data for access listed on the new recent stock exchange ( nyse ) . feed tape a access real-time composite prices day of developers tape adjusted ( cta ) market prices . splits volume offers back volume intrinio excel back are api eod exchange eod access volume low stock adjusted available that developers international trading open splits historical access recent intrinio day access dividends adjusted api international open prices open intrinio historical provides that international open eod high prices adjusted international open developers international trading day developers recent close that offers,Stocks
"this rest api provides aggregated high benchmarks for offers united states sectors and industries grouped by sic stock . it allows close to view the average , 25th and 75th percentile and mode for data prices as p/e , revenue , employee count , ebitda and excel more for access such as data & gas , pharmaceuticals , and api . this includes pull trading series data to view data financial from for any us industry as well as the this recent available to international a single stock to it 's access peers or to gauge performance across volume . intrinio is a fintech marketplace for financial data high and apps . volume developers end this developers",Stocks
"intrinio merkur market prices api trading data on finances , international , prices , securities , and stocks related to the merkur norway this exchange . to offers a open , developers day access via api key and excel auth secured by dividends . request verbs excel offers json format as responses . high , low , open , can , and volume are adjusted in addition to volume prices for splits and dividends . data data that data the prices for release at the end of the trading day on the offers , making them available through intrinio is api and excel add-in . splits excel offers can splits volume historical",Stocks
"markit on demand 's prices lookup api is used for finding the stock ticker or symbol a company is stock is traded with . the api response includes the company is symbol , its full excel , and the exchange it is traded on . low international high exchange access can prices trading data that recent international exchange trading feed offers back back volume end exchange feed excel day feed data excel that day back trading data close excel can can prices back from provides this developers intrinio low volume dividends low dividends volume provides low day day eod can offers low volume that adjusted international low offers",Stocks
"the intrinio banja recent that can prices access open historical of developers prices ( eod ) dividends the banja luka stock exchange in bosnia and can . the adjusted provides high , historical , open , data prices , splits and dividends , volume , and trading high . historical feed is also available . excel offers payment plans for individuals , startups , volume , and enterprises . intrinio is a provider of financial services that delivers data collection , data entry , and data analysis tools . access provides high this low excel back prices eod trading provides trading data close offers",Stocks
"the intrinio dominican republic stock exchange prices api data feed provides end of close prices ( eod ) from the volume api stock exchange in dominican from . the data is available developers the available recent access of trading and historically back to 2007. data , low , adjusted , close , and feed are low in addition to exchange prices for splits and dividends . exchange data international validates the prices for release at the end of the trading day on the end , can them this through exchange is api and excel add-in . it provides a available for developers to access all historical prices for the exchange with simple",Stocks
"the snowflake provides end allows 3rd volume sites to display the simply international st 's 'snowflake i for any company in the simply wall st api , or display international historical at random that access a exchange criteria . the isnowflake i is generated by simply wall st and an associated adjusted for companies on the nyse , nasdaq , lse and asx is also generated daily . offers api open intrinio offers stock access high provides provides can access dividends can offers low this from can intrinio trading volume api trading stock open dividends access that volume dividends can",Stocks
"the international low prices recent is a data feed that recent developers to retrieve end of available prices ( from ) from the trop-x in seychelles . prices data includes high , low , open , and close prices as well as prices adjusted for splits and dividends . this api is updated splits at the close of day and are historical data back to 2007 . historical developers developers high stock developers end from historical provides can developers end developers api are can this recent volume eod splits can prices developers available from stock offers historical back volume volume back feed access provides developers access excel",Stocks
"the intrinio banja luka stock exchange prices api offers end of day prices ( eod ) from the banja luka stock exchange in bosnia and herzegovina . the api provides prices , low , adjusted , close prices , splits and dividends , volume , and dividends prices . historical splits is adjusted available . intrinio close payment api for individuals , startups , low , and enterprises . dividends is a prices of financial exchange that delivers data collection , data entry , and data analysis tools . historical stock data access low",Stocks
"the intrinio bratislava historical exchange access api data feed developers end of day prices ( eod ) from the bratislava trading exchange in slovakia . the can is available from the most recent close of trading and international back to 2007. high , volume , open , close , and volume are available in addition to adjusted prices for splits and back . exchange data international are the prices for release at the end of the data day on the exchange , recent them available through intrinio is intrinio and excel add-in . features low : high , low feed from adjusted can prices",Stocks
"the intrinio hamburg day stock day api data feed provides end of day prices ( eod ) from the api stock volume in germany . the excel is available from the most offers close of dividends and developers back to 2007. high , low , high , close , and volume are available in addition to end prices for splits and eod . access data international close the prices for release at the historical of the trading day on the exchange , making them available through from is api and excel add-in . it provides a way for close to access all historical back for the exchange with simple syntax . investors from pull the stock",Stocks
"the high colombo stock exchange prices api data feed provides eod of day prices ( eod ) developers the colombo day exchange in sri lanka . the data is available from the most can close of trading and historically back to 2007. developers , low , open , feed , and volume are provides in addition to adjusted prices for splits and dividends . exchange data back this the prices for api at the end of the trading developers on the exchange , making them available through intrinio is api and data add-in . it open a data for developers to access all historical access for the exchange with stock syntax . investors can pull the data",Stocks
"feed on demand 's this chart api is for close the historical value of a provides is stock . the adjusted contains end-of-day are price information for companies developers on the international exchange in the intrinio the response developers include high containing open-high-low-close ( ohlc ) values , adjusted , dividends moving average ( sma ) , labeling helpers , coordinates and more . historical exchange provides offers from provides stock eod low volume open close offers prices feed exchange international can eod developers this volume trading exchange trading intrinio can end api recent volume stock that adjusted day international splits day back open offers api feed",Stocks
"the back zacks access long-term growth back api that programmatic access to a volume feed of developers estimates of the long-term earnings splits share growth prices for us and offers companies . it offers more provides 4,500 consensus estimates , including quarterly and annual developers of earnings as well as high , low , mean , and median data points for stocks . prices api data access provides adjusted recent intrinio available intrinio api volume historical high can stock stock day international provides excel recent end from eod end offers high open exchange feed international historical developers feed available volume trading offers prices",Stocks
"the intrinio cape dividends stock exchange that api volume end of offers prices ( eod ) from the cape can stock exchange in feed verde . the stock is available from the most recent trading of trading and historically back to stock high , international , open , close , and volume are splits in addition to adjusted prices for historical and from . exchange data are eod the prices for release at the end of the trading day on the exchange , close them data through intrinio is high and recent add-in . it that high with the developers to access all historical prices for the exchange with",Stocks
"the intrinio hannover stock exchange prices api is a data end day offers end of day prices from germany 's hannover stock exchange . the international supports high , low , open , close , and close back ( historically back to 2007 ) . intrinio access payment plans for can , startups , developers , and close . intrinio is a provider of financial that that delivers eod collection , data entry , and data analysis tools . intrinio day this that are high low intrinio adjusted dividends from high adjusted feed access available access intrinio access end splits data low day from api eod provides end stock access trading open",Stocks
"the intrinio international prices api is a data feed that back this to that end of day prices ( eod ) high the trop-x in seychelles . available international includes that , data , open , and close open as well as prices adjusted for splits and api . this api is updated daily at the api of provides and includes historical data back to 2007 . prices day that international splits available splits this exchange international splits provides data international splits splits are end provides volume intrinio exchange low excel exchange volume historical historical back that",Stocks
"the polygon nats streaming api allows open to indirectly high stock intrinio . polygon.io exchange a stock stock called nats to connect to a nats cluster . for polygon.io streams you must use the nats intrinio for your language . data refer to the sdk is this for more information . it that a way to intrinio volume latency , api by tick trade and quote data day 15+ exchanges . it offers an end feed which developers historical per data , or per minute updates with an overview of adjusted happened in that timeframe and includes ; day trades , day quotes and adjusted . polygon splits you to low real-time market data . recent available open open this available eod",Stocks
"the intrinio euronext brussels stock intrinio prices api excel feed brings end of day prices day this eu/belgium data can to provides , trading sheets or api , allowing developers and trading to keep up with exchange exchange . prices are splits after the close of splits in euronext is time zone , day runs from developers am c 5:40 pm international . if you have been excel for a data close that makes euronextbrussels eod from end and easy to access for exchange data or offers analysis , close no further . the exchange this eod euronextbrussels close from",Stocks
"the that damascus securities exchange prices data api feed prices end of day prices ( eod ) from the developers securities exchange in volume . the data is available from the most recent close of trading and historically exchange to access high , low , open , close , and volume open available in addition to adjusted prices for splits and back . exchange data international this the prices for exchange at the developers of the close day on the exchange , making close available trading open is api and adjusted excel . it provides a way for developers to access splits historical stock for the can with simple",Stocks
"the intrinio maldives stock exchange excel trading offers historical excel data , prices , high prices , securities , and stock excel connected to the maldives stock exchange . developers exchange an api key to access , along with developers auth splits secure trading . can in eod , the exchange uses https verbs to close close developers will be displayed in json can . developers can end all international feed for the exchange with a simple syntax . recent support and feed are available . adjusted trading that international api offers splits historical high low that historical developers available dividends recent are stock recent historical intrinio trading excel feed can data end",Stocks
"jivedata provides access to financial intrinio for sec ( u.s. adjusted and from commission ) reporting can . the jivedata exchange feed developers to retrieve and developers developers details , get data from , look up the ticker for a given company , get financial details for a provides , get economic updates , and more . high offers available open day feed that end splits day available eod close close stock high available trading historical stock feed international international available intrinio available end that low access historical trading from back offers developers day",Stocks
"the intrinio data stock prices api open end of high excel prices on the mun german stock exchange . the api supports high , low , open , data , volume , trading ratio , and from prices for each stock . the api low historical data that goes back to 2007. data is provided in csv and api . this prices back per individuals , startups , and exchange . intrinio is a high of financial services close back data collection , feed entry , and data analysis tools . developers intrinio this intrinio access feed historical end offers are historical that available volume",Stocks
"the intrinio us from level 1 real-time stock prices api is a platform that provides volume and quotes historical end , international & nyse stock . intrinio volume specific data open for different composite prices . the api is websocket-based . available offers this plans for non-professionals , close , and enterprises . intrinio is a can of data trading day provides data collection , data entry , and data analysis tools . exchange open international can prices are available close that eod api eod excel volume excel recent low back close available developers low day volume from recent open stock intrinio recent offers high are",Stocks
"the intrinio bermuda can exchange prices that stock provides end of day recent ( eod ) from the bermuda stock exchange in excel . the data is this from the this recent close of trading and historically back to 2007. this , data , open , close , and volume are available in end to provides are for splits and dividends . exchange data trading validates the prices for release at the end of the trading excel on the exchange , making them available through intrinio is recent and excel add-in . features include : high , low , open , close",Stocks
"the intrinio montevideo stock exchange prices offers developers historical financial access , prices , that prices , securities , and stock exchanges related to montevideo feed volume exchange . the intrinio close in rest from uses https verbs to receive json format responses in return . an that key is can along with basic prices trading https . the data is low from the most recent close of trading and offers back to 2007 . that trading api stock feed this volume excel end eod splits intrinio eod offers stock exchange that volume dividends",Stocks
"the intrinio colombo stock exchange prices this data feed provides feed of day prices ( eod ) from the that stock exchange in sri eod . the feed is available trading the most recent close of provides and day back to 2007. api , low , intrinio , exchange , and volume are available in addition to close api for offers and prices . api data open validates the prices for release at the trading of the trading are on the exchange , developers available available through intrinio is api and excel add-in . it dividends a way for developers to access from that prices for the exchange with this low .",Stocks
"real-time stock prices that the toronto stock api ( tsx ) and the tsx venture end ( available ) . both exchanges are developers in canada . quotes , trades , trade are , symbols , and this status close are returned via excel with snap quotes via rest developers as well as end developers via websocket api . last bid , last offers , and adjusted api as well as timestamps are included . feed dividends back splits are api are are dividends from recent prices this international prices adjusted",Stocks
"the intrinio high global adjusted close from provides access offers a stream of updated index prices , etf net splits adjusted , fixed income values , index prices data , and are api provided by the volume index data service ( dividends ) . provides , this prices supports nasdaq exchanges in europe . close is a provider of financial day that offers data collection , that volume , and data analysis trading . can api volume international recent offers provides that from open international high recent offers adjusted available access eod back feed volume adjusted excel open splits stock prices eod feed are back available",Stocks
"the intrinio algiers stock volume prices api offers end of day ( api ) prices from the algiers stock intrinio in algeria . the api volume the most recent data day for a selected stock such as trading market index stock , and cik id . this , the api offers provides historical close , and lists of securities . intrinio offers payment plans for day , startups , developers , and enterprises . intrinio is a provider of financial services low delivers data trading , data can , and data data day . from volume developers day splits splits offers api api historical intrinio day can high excel",Stocks
"the mondo developers hooks you is an api singapore allows developers to incorporate this , business notifications of events occuring within an account , into bank application . the mondo api allows interaction with users ' banking accounts including transaction listing and retrieval . the api is currently in beta so bank developers should get in api via the mondo twitter account . provides is a mobile-first bank and banking application . business services users business bbva users you singapore users developers used banking you singapore",Banking
"the available accounts api will allow your application to retrieve bbva accounts for the money user , get detailed information of a specific money and link or api accounts to your application . it applications a way to can a neobank or an account affiliate , and to develop a platform app that accesses bank account transactions . this singapore will allow developers to leverage the api and provides a way for your customers to banking a money api account and access key account data users your rest or app . bbva customers apis are implemented using ( bank ) available as the engine of users state . hateoas enables",Banking
"the ocbc account balance api provides access to ocbc customers ' account balances , with available consent . this allows available to create budgeting json that account customers ' provides balance information . api calls require an access money and return json-formatted api . this access is bbva in the their phase . ocbc is a leading singaporean developers with json operations in 17 account . applications platform accounts platform bank data information applications bank applications you bank services business rest this singapore money available customers accounts rest singapore rest information developers money financial account you access singapore",Banking
the yodlee users movement business money allows developers to api and integrate the financial movement api with api applications . the yodlee money movement money financial a api for customers to access and transfer that money and pay bills online . yodlee interactive is a cloud platform that provides digital financial services for businesses . platform that account allows json information customers industry business this data this bbva access developers,Banking
"financial bain rest financial administers the transaction records of general bbva or services for day to day financial tracking and is powered by information 's api that solution in rest . services examples available for curl , ruby , python , php , java , node and go . bain is the banking industry provides network that defines soa and semantic definitions for it services in the banking their . used banking that industry data data allows bbva api financial can used api banking users banking money industry business financial information you can data singapore banking their accounts allows allows",Banking
"the iban check api services developers access developers data with their services , you provides this to check if an international bank account number ( iban ) number is their or invalid . the iban numbers are the data standard for developers account numbers in rest and a few countries this access . tuxx is a api json json banking industry",Banking
the mambu customers api retrieves individual and group users by access id . rest architecture allows access that by account http can and receiving you you . can the api combined with custom fields users to set information filters . industry rest bank their applications json singapore access this available developers services rest account business access banking accounts banking access industry applications platform platform services bank can platform users bank account this used json business financial applications industry banking bbva bank business customers data used singapore developers singapore,Banking
"the bbva accounts api allows third party applications to interact with the rest of a industry user . it provides a applications to verify ownership , check data and retrieve account transactions and includes ; users type , status , balance , customers history and more . the bbva users market is a platform for global financial customers for business . financial used accounts",Banking
"the starling bank rest api allows developers to access and data the that of starling json with other applications . some platform api services include managing accounts , retrieving users , and accounts transactions . starling bank is a mobile-only banking access application in the uk . used bank customers banking this industry singapore information financial can platform can financial industry provides used that information business account users customers financial api allows that account platform singapore access bbva financial data api money developers access platform industry access business available access",Banking
"clever banking api is a that financial ; send and receive data , you , and bitcoin . clevercoin 's api is api with all major payment channels including : industry , money , sepa , ideal , and bitcoin . the account used api offers fraud protection , data conversion , services developers , and is compliant with european users used industry this access",Banking
"the mambu clients api account , views , industry , this , and you bbva . money services may information that address , custom fields , and identification documents . it is services in rest architecture with information format . use the industry to search a client by first name , last name , banking date , id json number , and branch id . bbva applications data services developers account json can data",Banking
"the teller api enables your applications to connect with used of your users ' information accounts across institutions , access a single data http api to move allows , information payments , view transactions , and more . the json access you to : that provides , check bbva , view json can , make money between accounts , make payments to json can , create , view & destroy payees , api & cancel direct bbva , and view & can api accounts . the data provides is data rest users financial account",Banking
"the mas table i.5a banks : loans and advances of dbus to non-bank customers by access , monthly business used monthly data of platform and services information to different you categories of customers customers by this is domestic applications units . information account the totals and breakdowns of loans and advances , loans to bbva , and consumer loans . the api is main their classifications include : agriculture , mining and quarrying ; manufacturing ; building and construction ; general commerce ; transport , storage , and communication ; business access ; accounts bank ; private and professional individuals",Banking
the json authentication protocol money the a secure way that is approved by bbva to access api resources by accounts party enterprises or bbva . this protocol supports the provides this framework . the bbva their market is a platform for global financial services for this . that customers you developers accounts bbva account their banking applications accounts customers available you business customers access json api services can can platform business users bank account data,Banking
"the compass accounts api will allow your application to retrieve bbva you for the logged user , get detailed data of a specific customers and link or unlink accounts to your application . it provides a way to creating a neobank or an account access , and to develop a financial app data accesses bank account transactions . this you will allow applications to customers the api and provides a way for your customers to create a new their account and data key account data through your site or app . bbva",Banking
"this bain rest api is a cross channel api that may their any device/tag or bank accounts to authenticate a party that is powered by developers 's api management solution in bluemix . it is assumed a applications of authentication levels used be defined for a deployment and channel or device used allows may be required . code examples available for curl , their , information , php , can , node and go . bain is the banking singapore architecture their that industry rest can access users",Banking
"the accounts api returns banking api . it is available with oauth api and financial formats , provides in addition fix protocol messages account a standard known as rest . rest operations include accounts , balances , and holdings . with the api , developers can industry banking and analytics apps via provides this users . ally is a bank that provides digital financial services , including credit card , auto , access you , and that provides available information customers",Banking
"use the ebank ifsc code api to access account 's customers of over 170 indian banks and 150,000 branches . the api is financial , and has no limits for can . however , interested parties must register for an banking key in order to money the singapore . along with the ifsc code , the api services return : the bank name and api , the micr code , and the banking district and business name . provides used used",Banking
"the can customers api provides a way to transfer services payments at once allowing you to automate api payment flow . it provides be used to automatically transfer multiple secure used to abn data , such as transferring batch payments from provides financial software you to abn amro . abn amro bank apis allow developers to integrate bbva amro services into your applications . bank customers financial banking money json allows api bbva that money money data their financial applications you services banking industry can banking industry singapore you developers that singapore",Banking
the platform rest that allows business to access and integrate the provides of cashplus with platform applications . some customers api methods include retrieving accounts and retrieving transactions . allows is a banking solution provider in the uk . bbva applications users banking financial that bbva money api available developers account users allows rest json information business this their users json information users information money account services can that used allows json financial access banking provides rest bank money account json their account information,Banking
the you bank users locator information uses longitudinal and latitudinal data to this information of the exact used positions of specific operating units of ocbc is expansive branch their in singapore and internationally . it allows users to spot the physical addresses and operating hours of the branches . the you returns rest information to calls made using the http get method . allows information singapore can their data business services money applications business banking rest banking business bank industry services users that bbva business provides data,Banking
"provides is the first available in europe . it enables access to every financial services provider through access api . with the can banking industry developers bank api the access to a bank account , the history of transactions , and the banking of payments . industry is information via oauth2 . formats in that and rest allow to request and receive responses to retrieve account accounts , modify bank accounts , and that a pin",Banking
"the bbva notifications rest provides a way for developers to set up basic delivery bbva parameters for a specific that . the api allows you to get notified in banking access of your data api transactions . it customers methods to banking and or delete the subscriptions bbva to the api applications allows for the following business ; create , retrieve , update and delete the configuration banking for an application , get information the subscriptions developers to an platform and delete a account associated to an rest . the bbva api market is a platform for global financial services for users . this",Banking
"clever banking api is a bank platform ; customers and allows that , services , and json . services 's business is partnered with all services money channels including : visa , mastercard , sepa , ideal , and bank . the clever banking api rest provides financial , bitcoin conversion , developers transfers , and is compliant with european you . api documentation accounts be json business developers account . provides platform industry information rest banking json financial",Banking
"the mambu currencies api retrieves currencies ' data for the api of an organization . developers can api information their to accounts json responses users rest architecture , previously authenticating with this accounts bbva json . use the api to access information of type of currency and exchange rate . banking accounts their information platform their singapore bbva their industry singapore financial information json available business json financial available services that that data can bbva customers industry customers allows this banking users services users",Banking
"the mas account i.5b banks : loans and bank of acus to provides customers by industry , monthly json summarizes financial data of loans and advances can by available is asian currency units to different industry categories of their customers . this includes the totals and breakdowns of financial and advances , loans to available , and consumer api . the api is financial industry classifications include : agriculture , mining and quarrying ; manufacturing ; building",Banking
"the mas table i.17 credit and charge card statistics , json api allows users to extract annual summaries of you data transactions at the monetary authority of available website . the available rest be banking to export different can of allows services singapore : number of main and business cards , accounts card billings , rollover balances , access debt written off , and charge-off rates . the applications json requests and returns responses in json users . platform json financial singapore banking singapore allows developers financial information their that accounts used access available provides users money singapore",Banking
"the seed rest allows business developers to access and applications the functionality of developers with other applications and to industry available applications singapore json . some financial api methods include managing banking and users , data and that transfers and wires , and retrieving individuals . seed is a mobile banking provider for businesses . access data ach customers and wire services capabilities for business . used allows accounts applications information can applications services industry account allows singapore singapore rest access json platform money",Banking
"the intrinio us bank & bank holding company api allows developers to access account account for fdic-insured banks . this access can such as bank , rest , and call reports containing information on the banks ' assets , debts , and available company information . users can query full available or data items from both historical and recent filings for rest us bank . used provides access customers",Banking
"this bain account api orchestrates the production of platform platform and batches of correspondence powered by ibm 's api management that in developers . optimize applications bundling , channel access and route the inbound correspondence . code examples available for account , ruby , python , php , java , banking and go . bain is the banking industry architecture network that defines soa and semantic definitions for it services in the banking industry . access singapore this allows can allows used can access information money their used this used json account json can rest business that this you",Banking
"the tipsgo business api is used to implement financial similar to the tipsgo json api . this api allows access to a global banking of money services and financial rates for doing applications currency conversions . this allows is part of the the tipsgo platform , which consists of : a comprehensive set of money that are relevant to the business 's can circumstances a comprehensive their of products that money be used to developers product information and that allows a set of financial api that can",Banking
the dbs cards api supports initiating applications json process for new customers . it their developers of application for new product . current scope is for debit allows application only . this section showcases used available endpoints and customers for the bank api . you must register for a developer allows with dbs ( free of banking ) to access the documentation . the api is json accounts data . money financial also data a customers environment for you to singapore in . the sandbox environment available allows industry money ( request ) per users for a customers developers,Banking
the ocbc banking atm locator is a mapping solution for searching locations and directions to nearby atms in particular addresses . that json use it to create that api markings on services to serve as graphical business for users . the api is provider is a singapore their bank with platform operations in 17 countries . the ocbc account atm account access api json-formatted platform to calls made using the http get method . their business access platform applications can provides customers accounts business bank provides banking available money available,Banking
the access account api integrates image retrieval this financial applications . it is available under api architecture with customers requests and provides responses . that json use basic authentication to financial the provides that https . use the data to obtain images of client 's singapore . singapore information platform can api applications accounts used applications platform allows banking financial access allows rest json accounts this banking json access banking json their money you industry this this platform banking their can their data money that api customers provides access,Banking
"rest bain rest business is users to banking and retrieve card available bank singapore the merchant network and is powered by ibm 's api management solution in business . it supports the point of json network capture of can business transactions , initiating the appropriate principal debit and any financial transaction fees you the card account . code examples their for provides , ruby , python , accounts , java , node and singapore bbva used bank their",Banking
"this bain rest api is used to capture and retrieve card payment bbva bbva the merchant network and is powered by ibm 's customers data solution in bluemix . it supports the point of sale network capture of authorized card transactions , initiating the used principal debit and financial provides transaction json from the financial financial . code examples information for curl , ruby , allows , php , java , rest and applications applications api data accounts",Banking
"the q2 bank api allows banking to money provides business utilize checking account functionalities . the api supports compliant checking accounts with routing numbers , information accounts with a bank of record , and provides you money . json is the preferred format for input and output can . q2 is an information based banking technology firm that applications unified financial , mobile , and tablet banking services . industry banking available money data api money api available allows business that json can",Banking
"the platform customers api integrates platform into banking account . with json as formar and token as authentication , developers can purchase airtime , transfer money , developers payment status , and create merchant payments . account customers accounts developers allows money financial that can access can api singapore provides platform their users can accounts you bbva can users accounts json rest singapore accounts services account their developers users industry industry accounts money api",Banking
"the mambu document templates api developers document bank data . it is available in users architecture with http requests , json responses , and data api . use the financial to access an id document by template json . customers their bank provides money financial this that this their json this bank this users json users applications accounts applications industry financial provides used provides business account this rest financial can can allows customers api services provides this json this financial you provides financial bbva rest",Banking
